PMID23223431Line147|88 92|GATA2 
PMID25465125Line64|30 33|IDH2 
PMID21605981Line55|52 56|GATA1 
PMID21605981Line55|74 78|GATA2 
PMID21605981Line55|82 86|GATA3 
PMID10706759Line40|68 71|PTEN 
PMID10706759Line40|73 77|MMAC1 
PMID23978506Line268|33 35|MPL 
PMID23978506Line268|264 266|DCR 
PMID23978506Line268|268 270|NRD 
PMID23978506Line268|330 332|LBR 
PMID23978506Line268|334 383|proximal cytokine receptor domain-ligand binding region 
PMID24986690Line76|0 3|CALR 
PMID19282830Line115|25 29|RUNX1 
PMID23896413Line105|152 157|PDGFRA 
PMID22898539Line227|35 39|ASXL1 
PMID22898539Line83|0 5|DNMT3A 
PMID24335498Line112|36 39|NPM1 
PMID24335498Line112|96 99|NPM1 
PMID23223431Line111|88 92|GATA2 
PMID25465125Line122|24 28|RUNX1 
PMID25465125Line122|30 61|runt-related transcription factor 1 
PMID20601954Line59|74 77|PRC1 
PMID20601954Line59|160 164|Notch 
PMID22878824Line104|21 24|FLT3 
PMID22878824Line104|180 183|FLT3 
PMID22878824Line104|230 233|FLT3 
PMID22035746Line49|10 13|JAK2 
PMID23978506Line176|128 131|JAK2 
PMID23978506Line176|135 137|MPL 
PMID25465125Line254|45 49|STAG2 
PMID22035746Line59|0 3|TET2 
PMID24986690Line8|61 64|JAK2 
PMID25465125Line113|26 28|UTX 
PMID25465125Line113|30 34|KDM6A 
PMID25465125Line169|26 29|TP53 
PMID21605981Line328|6 10|GATA2 
PMID21605981Line328|66 70|GATA2 
PMID21605981Line328|94 98|GATA2 
PMID21605981Line328|371 373|NRD 
PMID21605981Line328|547 551|GATA2 
PMID21605981Line328|346 369|negative regulatory domain 
PMID23896413Line47|55 60|SETBP1 
PMID23896413Line47|64 68|CSF3R 
PMID23896413Line47|119 122|NRAS 
PMID23896413Line47|124 127|IDH2 
PMID23896413Line47|132 134|CBL 
PMID22323480Line132|51 55|SRSF2 
PMID22323480Line132|93 97|SF3B1 
PMID22878824Line120|63 66|NPM1 
PMID22878824Line120|82 85|FLT3 
PMID22878824Line120|120 123|IDH1 
PMID22898539Line175|57 60|TET2 
PMID22898539Line175|64 67|IDH1 
PMID22898539Line175|70 73|IDH2 
PMID22898539Line175|180 183|IDH1 
PMID22898539Line175|187 190|IDH2 
PMID22898539Line175|212 215|TET2 
PMID22898539Line175|262 265|TET2 
PMID25465125Line201|153 157|GMCSF 
PMID22323480Line133|10 15|U2AF26 
PMID22323480Line133|49 53|RUNX1 
PMID23223431Line214|16 20|GATA2 
PMID21605981Line137|11 14|LMO2 
PMID21605981Line137|61 65|GATA1 
PMID22323480Line24|306 308|CBL 
PMID22323480Line24|329 332|TP53 
PMID22323480Line24|385 390|DNMT3A 
PMID22323480Line24|392 395|IDH1 
PMID22323480Line24|402 405|TET2 
PMID22323480Line24|431 434|EZH2 
PMID22323480Line24|436 438|UTX 
PMID22323480Line24|443 447|ASXL1 
PMID23978506Line95|39 41|MPL 
PMID23223431Line219|11 15|GATA2 
PMID21605981Line177|7 11|Gata2 
PMID23978506Line139|74 77|JAK2 
PMID22898539Line261|84 95|PML-RARalpha 
PMID25465125Line186|57 60|JAK2 
PMID23619563Line62|32 36|SRSF2 
PMID23619563Line62|45 48|IDH1 
PMID23619563Line62|62 65|IDH2 
PMID22323480Line97|24 28|SF3B1 
PMID22323480Line97|32 36|SRSF2 
PMID22323480Line97|113 117|SF3B1 
PMID22323480Line97|121 125|SRSF2 
PMID24335498Line133|12 16|STAG1 
PMID24335498Line133|27 31|STAG2 
PMID24335498Line133|35 38|SMC3 
PMID24335498Line133|108 112|SMC1A 
PMID22878824Line108|20 23|FLT3 
PMID22878824Line108|96 99|NPM1 
PMID22878824Line108|102 106|CEBPA 
PMID25465125Line40|0 3|TET2 
PMID22898539Line230|22 26|ASXL1 
PMID22898539Line230|80 84|ASXL1 
PMID21605981Line8|0 4|GATA1 
PMID21605981Line8|8 12|GATA2 
PMID25006131Line64|87 91|STAG2 
PMID25006131Line64|93 97|RAD21 
PMID25006131Line64|102 105|SMC3 
PMID23896413Line16|219 221|B12 
PMID23978506Line165|110 113|JAK2 
PMID23223431Line32|111 115|GATA2 
PMID22898539Line255|67 70|JAK2 
PMID25465125Line144|6 9|ETV6 
PMID25465125Line144|63 66|ETV6 
PMID25465125Line152|6 11|SETBP1 
PMID21605981Line248|31 35|GATA2 
PMID21605981Line248|100 104|GATA2 
PMID21605981Line248|108 111|PU.1 
PMID22035746Line19|48 50|BCR 
PMID22035746Line19|52 55|ABL1 
PMID23896413Line56|11 15|CSF3R 
PMID22210327Line46|50 53|BCOR 
PMID25465125Line188|3 5|CBL 
PMID25465125Line188|7 30|Casitas B-lineage lymphoma 
PMID23978506Line24|11 14|JAK2 
PMID23978506Line24|35 37|MPL 
PMID23978506Line24|130 133|JAK2 
PMID23978506Line24|136 138|MPL 
PMID21714648Line95|12 15|TP53 
PMID21714648Line95|174 177|TP53 
PMID22323480Line121|8 12|SF3B1 
PMID22898539Line145|23 26|TET2 
PMID23531518Line13|82 84|BCR 
PMID23531518Line13|86 89|ABL1 
PMID23531518Line13|125 130|PDGFRA 
PMID23531518Line13|133 138|PDGFRB 
PMID22878824Line161|160 163|FLT3 
PMID23223431Line193|13 17|GATA2 
PMID23896413Line61|28 32|CSF3R 
PMID23896413Line61|40 74|granulocyte-colony stimulating factor 
PMID23896413Line61|76 80|G-CSF 
PMID23978506Line103|80 83|JAK2 
PMID20601954Line21|107 110|CUL1 
PMID20601954Line21|114 117|EZH2 
PMID24986690Line135|25 28|JAK2 
PMID22898539Line130|0 3|TET1 
PMID22898539Line130|11 14|TET2 
PMID22898539Line130|108 112|SIN3A 
PMID21605981Line220|9 13|GATA2 
PMID25465125Line145|0 3|ETV6 
PMID21605981Line238|8 12|GATA2 
PMID21605981Line238|16 20|GATA3 
PMID23978506Line17|80 82|BCR 
PMID23978506Line17|84 87|ABL1 
PMID22898539Line169|26 29|IDH1 
PMID22898539Line169|32 35|IDH2 
PMID22898539Line169|176 179|Tet2 
PMID22898539Line169|192 195|Tet2 
PMID22898539Line143|69 72|TET2 
PMID23054646Line29|9 10|U2 
PMID23054646Line29|31 33|SF1 
PMID23054646Line29|88 92|SF3B1 
PMID23896413Line90|0 4|CSF3R 
PMID23896413Line90|8 13|SETBP1 
PMID21714648Line130|48 51|TP53 
PMID10706759Line22|95 98|PTEN 
PMID10706759Line22|100 104|MMAC1 
PMID21605981Line189|55 59|GATA2 
PMID21605981Line189|61 64|FLI1 
PMID21605981Line189|68 70|SCL 
PMID21605981Line189|72 75|TAL1 
PMID21605981Line189|113 117|GATA2 
PMID21605981Line189|119 122|FLI1 
PMID23223431Line107|67 71|EPHB6 
PMID23223431Line107|78 82|GATA2 
PMID23223431Line107|89 93|IMPG2 
PMID23223431Line107|101 105|NEK11 
PMID23223431Line107|114 116|TTN 
PMID22898539Line274|58 63|DNMT3A 
PMID22898539Line274|67 69|MLL 
PMID23054646Line39|16 20|ZRSR2 
PMID22898539Line232|17 21|ASXL1 
PMID22898539Line232|203 207|ASXL1 
PMID22898539Line232|273 277|ASXL1 
PMID24335498Line88|18 22|STAG2 
PMID21605981Line78|14 18|GATA2 
PMID21605981Line78|113 117|GATA2 
PMID22898539Line90|38 43|DNMT3A 
PMID19282830Line142|64 68|RUNX1 
PMID22898539Line217|17 20|PRC1 
PMID25006131Line18|64 68|SMC1A 
PMID25006131Line18|72 75|SMC3 
PMID25006131Line18|162 166|RAD21 
PMID25006131Line18|185 189|STAG1 
PMID25006131Line18|191 195|STAG2 
PMID24335498Line89|16 20|SMC1A 
PMID25465125Line132|62 66|RUNX1 
PMID25465125Line132|70 75|DNMT3A 
PMID10706759Line106|23 26|PTEN 
PMID10706759Line106|28 32|MMAC1 
PMID23531518Line127|0 4|SF3B1 
PMID22898539Line182|22 25|IDH1 
PMID22898539Line182|28 31|IDH2 
PMID22898539Line182|78 81|NPM1 
PMID22898539Line182|86 89|NPM1 
PMID22898539Line182|91 94|IDH1 
PMID22898539Line182|97 100|NPM1 
PMID22898539Line182|102 105|IDH2 
PMID20601954Line65|13 16|EZH2 
PMID24986690Line92|22 25|CALR 
PMID24986690Line92|44 47|JAK2 
PMID23978506Line244|16 19|JAK2 
PMID23978506Line244|23 25|MPL 
PMID23054646Line16|11 16|DNMT3A 
PMID23054646Line16|18 21|TET2 
PMID23054646Line16|23 26|IDH1 
PMID23054646Line16|32 36|ASXL1 
PMID23896413Line86|20 25|SETBP1 
PMID21605981Line304|30 34|GATA2 
PMID22898539Line295|23 27|ASXL1 
PMID22898539Line295|112 116|ASXL1 
PMID22878824Line274|113 115|KIT 
PMID25465125Line269|165 169|STAG1 
PMID25465125Line269|173 177|STAG2 
PMID25465125Line269|234 237|SMC1 
PMID25465125Line269|239 242|SMC3 
PMID25465125Line269|247 250|SCC1 
PMID25465125Line269|279 282|Scc3 
PMID25465125Line269|405 408|Scc2 
PMID25465125Line269|468 471|SMC3 
PMID25465125Line269|473 476|SMC1 
PMID25465125Line269|522 525|Scc2 
PMID25465125Line269|830 833|Eco1 
PMID22898539Line222|0 4|ASXL1 
PMID22878824Line121|28 31|IDH1 
PMID22878824Line121|35 38|IDH2 
PMID22878824Line121|226 229|NPM1 
PMID22878824Line121|245 248|FLT3 
PMID22878824Line157|42 46|MLLT3 
PMID22878824Line157|48 50|MLL 
PMID22035746Line92|20 22|BCR 
PMID22035746Line92|24 27|ABL1 
PMID23978506Line148|21 24|JAK2 
PMID23978506Line148|28 30|MPL 
PMID19282830Line28|83 87|RUNX1 
PMID24986690Line142|35 38|CALR 
PMID10706759Line10|22 27|TSG101 
PMID21714648Line131|30 33|TP53 
PMID23619563Line109|33 36|EZH2 
PMID23619563Line109|40 44|SRSF2 
PMID25006131Line10|47 51|RUNX1 
PMID25006131Line10|76 79|BCOR 
PMID25006131Line10|83 87|ASXL1 
PMID22878824Line144|40 45|DNMT3A 
PMID22878824Line144|191 196|DNMT3A 
PMID10706759Line8|22 25|PTEN 
PMID10706759Line8|27 31|MMAC1 
PMID22898539Line171|49 52|TET2 
PMID21605981Line259|36 40|GATA2 
PMID21605981Line259|88 92|GATA2 
PMID25465125Line139|28 31|ETV6 
PMID24986690Line71|63 66|CALR 
PMID24986690Line71|185 188|JAK2 
PMID24986690Line71|206 208|MPL 
PMID23978506Line140|51 54|JAK2 
PMID24335498Line150|92 95|NPM1 
PMID19282830Line144|24 28|RUNX1 
PMID21605981Line297|16 20|GATA2 
PMID22898539Line7|132 135|TET2 
PMID22898539Line7|138 161|isocitrate dehydrogenase 1 
PMID22898539Line7|163 166|IDH1 
PMID22898539Line7|169 172|IDH2 
PMID22898539Line7|174 197|additional sex combs-like 1 
PMID22898539Line7|199 203|ASXL1 
PMID22898539Line7|216 230|zeste homologue 2 
PMID22898539Line7|232 235|EZH2 
PMID22898539Line7|240 261|DNA methyltransferase 3A 
PMID22898539Line7|263 268|DNMT3A 
PMID22898539Line7|102 130|tet methylcytosine dioxygenase 2 
PMID25465125Line27|58 61|TET2 
PMID25465125Line27|63 68|DNMT3A 
PMID25465125Line27|73 76|IDH1 
PMID24335498Line20|61 65|SMC1A 
PMID24335498Line20|67 70|SMC3 
PMID24335498Line20|72 76|RAD21 
PMID24335498Line20|78 81|SCC1 
PMID24335498Line20|84 88|STAG2 
PMID24335498Line20|90 93|SA-2 
PMID24335498Line20|99 103|STAG1 
PMID24335498Line20|105 108|SA-1 
PMID23619563Line106|98 102|ASXL1 
PMID21605981Line142|106 110|GATA1 
PMID21605981Line142|114 118|GATA2 
PMID21605981Line142|183 187|GATA1 
PMID19282830Line75|89 93|RUNX1 
PMID25006131Line132|52 55|NRAS 
PMID25006131Line132|57 60|JAK1 
PMID25006131Line132|65 67|CBL 
PMID25006131Line132|91 95|HIF1A 
PMID19282830Line29|33 37|RUNX1 
PMID24335498Line32|12 14|PML 
PMID24335498Line32|16 19|RARA 
PMID19282830Line90|74 78|RUNX1 
PMID10706759Line94|129 135|D10S215 
PMID10706759Line94|137 143|D10S541 
PMID19282830Line89|17 21|RUNX1 
PMID19282830Line89|86 88|MLL 
PMID22035746Line52|0 2|MPL 
PMID25006131Line97|57 61|RUNX1 
PMID25006131Line97|101 104|BCOR 
PMID25006131Line97|122 126|ASXL1 
